date,indicator,value,unit,source,source_url,updated_at,frequency,confidence
2026-02-01,lme_copper_price,9208.0,USD/ton,sample_feed,https://example.com,2026-02-01T00:00:00,daily,B
2026-02-01,lme_inventory,109800,ton,sample_feed,https://example.com,2026-02-01T00:00:00,daily,B
2026-02-01,shfe_inventory,84850,ton,sample_feed,https://example.com,2026-02-01T00:00:00,daily,B
2026-02-01,comex_inventory,24950,ton,sample_feed,https://example.com,2026-02-01T00:00:00,daily,B
2026-02-01,dxy,104.45,index,sample_feed,https://example.com,2026-02-01T00:00:00,daily,B
2026-02-01,us_10y_real_rate,2.09,pct,sample_feed,https://example.com,2026-02-01T00:00:00,daily,B
2026-02-01,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-01T00:00:00,daily,B
2026-02-01,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-01T00:00:00,daily,B
2026-02-02,lme_copper_price,9216.0,USD/ton,sample_feed,https://example.com,2026-02-02T00:00:00,daily,B
2026-02-02,lme_inventory,109600,ton,sample_feed,https://example.com,2026-02-02T00:00:00,daily,B
2026-02-02,shfe_inventory,84700,ton,sample_feed,https://example.com,2026-02-02T00:00:00,daily,B
2026-02-02,comex_inventory,24900,ton,sample_feed,https://example.com,2026-02-02T00:00:00,daily,B
2026-02-02,dxy,104.4,index,sample_feed,https://example.com,2026-02-02T00:00:00,daily,B
2026-02-02,us_10y_real_rate,2.08,pct,sample_feed,https://example.com,2026-02-02T00:00:00,daily,B
2026-02-02,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-02T00:00:00,daily,B
2026-02-02,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-02T00:00:00,daily,B
2026-02-03,lme_copper_price,9224.0,USD/ton,sample_feed,https://example.com,2026-02-03T00:00:00,daily,B
2026-02-03,lme_inventory,109400,ton,sample_feed,https://example.com,2026-02-03T00:00:00,daily,B
2026-02-03,shfe_inventory,84550,ton,sample_feed,https://example.com,2026-02-03T00:00:00,daily,B
2026-02-03,comex_inventory,24850,ton,sample_feed,https://example.com,2026-02-03T00:00:00,daily,B
2026-02-03,dxy,104.35,index,sample_feed,https://example.com,2026-02-03T00:00:00,daily,B
2026-02-03,us_10y_real_rate,2.07,pct,sample_feed,https://example.com,2026-02-03T00:00:00,daily,B
2026-02-03,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-03T00:00:00,daily,B
2026-02-03,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-03T00:00:00,daily,B
2026-02-04,lme_copper_price,9232.0,USD/ton,sample_feed,https://example.com,2026-02-04T00:00:00,daily,B
2026-02-04,lme_inventory,109550,ton,sample_feed,https://example.com,2026-02-04T00:00:00,daily,B
2026-02-04,shfe_inventory,84650,ton,sample_feed,https://example.com,2026-02-04T00:00:00,daily,B
2026-02-04,comex_inventory,24800,ton,sample_feed,https://example.com,2026-02-04T00:00:00,daily,B
2026-02-04,dxy,104.3,index,sample_feed,https://example.com,2026-02-04T00:00:00,daily,B
2026-02-04,us_10y_real_rate,2.06,pct,sample_feed,https://example.com,2026-02-04T00:00:00,daily,B
2026-02-04,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-04T00:00:00,daily,B
2026-02-04,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-04T00:00:00,daily,B
2026-02-05,lme_copper_price,9229.0,USD/ton,sample_feed,https://example.com,2026-02-05T00:00:00,daily,B
2026-02-05,lme_inventory,109700,ton,sample_feed,https://example.com,2026-02-05T00:00:00,daily,B
2026-02-05,shfe_inventory,84750,ton,sample_feed,https://example.com,2026-02-05T00:00:00,daily,B
2026-02-05,comex_inventory,24840,ton,sample_feed,https://example.com,2026-02-05T00:00:00,daily,B
2026-02-05,dxy,104.25,index,sample_feed,https://example.com,2026-02-05T00:00:00,daily,B
2026-02-05,us_10y_real_rate,2.05,pct,sample_feed,https://example.com,2026-02-05T00:00:00,daily,B
2026-02-05,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-05T00:00:00,daily,B
2026-02-05,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-05T00:00:00,daily,B
2026-02-06,lme_copper_price,9226.0,USD/ton,sample_feed,https://example.com,2026-02-06T00:00:00,daily,B
2026-02-06,lme_inventory,109500,ton,sample_feed,https://example.com,2026-02-06T00:00:00,daily,B
2026-02-06,shfe_inventory,84850,ton,sample_feed,https://example.com,2026-02-06T00:00:00,daily,B
2026-02-06,comex_inventory,24880,ton,sample_feed,https://example.com,2026-02-06T00:00:00,daily,B
2026-02-06,dxy,104.33,index,sample_feed,https://example.com,2026-02-06T00:00:00,daily,B
2026-02-06,us_10y_real_rate,2.04,pct,sample_feed,https://example.com,2026-02-06T00:00:00,daily,B
2026-02-06,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-06T00:00:00,daily,B
2026-02-06,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-06T00:00:00,daily,B
2026-02-07,lme_copper_price,9223.0,USD/ton,sample_feed,https://example.com,2026-02-07T00:00:00,daily,B
2026-02-07,lme_inventory,109300,ton,sample_feed,https://example.com,2026-02-07T00:00:00,daily,B
2026-02-07,shfe_inventory,84700,ton,sample_feed,https://example.com,2026-02-07T00:00:00,daily,B
2026-02-07,comex_inventory,24920,ton,sample_feed,https://example.com,2026-02-07T00:00:00,daily,B
2026-02-07,dxy,104.41,index,sample_feed,https://example.com,2026-02-07T00:00:00,daily,B
2026-02-07,us_10y_real_rate,2.055,pct,sample_feed,https://example.com,2026-02-07T00:00:00,daily,B
2026-02-07,spot_premium,-20,USD/ton,sample_feed,https://example.com,2026-02-07T00:00:00,daily,B
2026-02-07,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-07T00:00:00,daily,B
2026-02-08,lme_copper_price,9231.0,USD/ton,sample_feed,https://example.com,2026-02-08T00:00:00,daily,B
2026-02-08,lme_inventory,109100,ton,sample_feed,https://example.com,2026-02-08T00:00:00,daily,B
2026-02-08,shfe_inventory,84550,ton,sample_feed,https://example.com,2026-02-08T00:00:00,daily,B
2026-02-08,comex_inventory,24960,ton,sample_feed,https://example.com,2026-02-08T00:00:00,daily,B
2026-02-08,dxy,104.49,index,sample_feed,https://example.com,2026-02-08T00:00:00,daily,B
2026-02-08,us_10y_real_rate,2.07,pct,sample_feed,https://example.com,2026-02-08T00:00:00,daily,B
2026-02-08,spot_premium,-20,USD/ton,sample_feed,https://example.com,2026-02-08T00:00:00,daily,B
2026-02-08,term_structure,contango,label,sample_feed,https://example.com,2026-02-08T00:00:00,daily,B
2026-02-09,lme_copper_price,9239.0,USD/ton,sample_feed,https://example.com,2026-02-09T00:00:00,daily,B
2026-02-09,lme_inventory,109250,ton,sample_feed,https://example.com,2026-02-09T00:00:00,daily,B
2026-02-09,shfe_inventory,84400,ton,sample_feed,https://example.com,2026-02-09T00:00:00,daily,B
2026-02-09,comex_inventory,24910,ton,sample_feed,https://example.com,2026-02-09T00:00:00,daily,B
2026-02-09,dxy,104.57,index,sample_feed,https://example.com,2026-02-09T00:00:00,daily,B
2026-02-09,us_10y_real_rate,2.085,pct,sample_feed,https://example.com,2026-02-09T00:00:00,daily,B
2026-02-09,spot_premium,-20,USD/ton,sample_feed,https://example.com,2026-02-09T00:00:00,daily,B
2026-02-09,term_structure,contango,label,sample_feed,https://example.com,2026-02-09T00:00:00,daily,B
2026-02-10,lme_copper_price,9247.0,USD/ton,sample_feed,https://example.com,2026-02-10T00:00:00,daily,B
2026-02-10,lme_inventory,109400,ton,sample_feed,https://example.com,2026-02-10T00:00:00,daily,B
2026-02-10,shfe_inventory,84500,ton,sample_feed,https://example.com,2026-02-10T00:00:00,daily,B
2026-02-10,comex_inventory,24860,ton,sample_feed,https://example.com,2026-02-10T00:00:00,daily,B
2026-02-10,dxy,104.65,index,sample_feed,https://example.com,2026-02-10T00:00:00,daily,B
2026-02-10,us_10y_real_rate,2.1,pct,sample_feed,https://example.com,2026-02-10T00:00:00,daily,B
2026-02-10,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-10T00:00:00,daily,B
2026-02-10,term_structure,contango,label,sample_feed,https://example.com,2026-02-10T00:00:00,daily,B
2026-02-11,lme_copper_price,9255.0,USD/ton,sample_feed,https://example.com,2026-02-11T00:00:00,daily,B
2026-02-11,lme_inventory,109200,ton,sample_feed,https://example.com,2026-02-11T00:00:00,daily,B
2026-02-11,shfe_inventory,84600,ton,sample_feed,https://example.com,2026-02-11T00:00:00,daily,B
2026-02-11,comex_inventory,24810,ton,sample_feed,https://example.com,2026-02-11T00:00:00,daily,B
2026-02-11,dxy,104.6,index,sample_feed,https://example.com,2026-02-11T00:00:00,daily,B
2026-02-11,us_10y_real_rate,2.115,pct,sample_feed,https://example.com,2026-02-11T00:00:00,daily,B
2026-02-11,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-11T00:00:00,daily,B
2026-02-11,term_structure,contango,label,sample_feed,https://example.com,2026-02-11T00:00:00,daily,B
2026-02-12,lme_copper_price,9252.0,USD/ton,sample_feed,https://example.com,2026-02-12T00:00:00,daily,B
2026-02-12,lme_inventory,109000,ton,sample_feed,https://example.com,2026-02-12T00:00:00,daily,B
2026-02-12,shfe_inventory,84700,ton,sample_feed,https://example.com,2026-02-12T00:00:00,daily,B
2026-02-12,comex_inventory,24760,ton,sample_feed,https://example.com,2026-02-12T00:00:00,daily,B
2026-02-12,dxy,104.55,index,sample_feed,https://example.com,2026-02-12T00:00:00,daily,B
2026-02-12,us_10y_real_rate,2.13,pct,sample_feed,https://example.com,2026-02-12T00:00:00,daily,B
2026-02-12,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-12T00:00:00,daily,B
2026-02-12,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-12T00:00:00,daily,B
2026-02-13,lme_copper_price,9249.0,USD/ton,sample_feed,https://example.com,2026-02-13T00:00:00,daily,B
2026-02-13,lme_inventory,108800,ton,sample_feed,https://example.com,2026-02-13T00:00:00,daily,B
2026-02-13,shfe_inventory,84550,ton,sample_feed,https://example.com,2026-02-13T00:00:00,daily,B
2026-02-13,comex_inventory,24800,ton,sample_feed,https://example.com,2026-02-13T00:00:00,daily,B
2026-02-13,dxy,104.5,index,sample_feed,https://example.com,2026-02-13T00:00:00,daily,B
2026-02-13,us_10y_real_rate,2.12,pct,sample_feed,https://example.com,2026-02-13T00:00:00,daily,B
2026-02-13,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-13T00:00:00,daily,B
2026-02-13,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-13T00:00:00,daily,B
2026-02-14,lme_copper_price,9246.0,USD/ton,sample_feed,https://example.com,2026-02-14T00:00:00,daily,B
2026-02-14,lme_inventory,108950,ton,sample_feed,https://example.com,2026-02-14T00:00:00,daily,B
2026-02-14,shfe_inventory,84400,ton,sample_feed,https://example.com,2026-02-14T00:00:00,daily,B
2026-02-14,comex_inventory,24840,ton,sample_feed,https://example.com,2026-02-14T00:00:00,daily,B
2026-02-14,dxy,104.45,index,sample_feed,https://example.com,2026-02-14T00:00:00,daily,B
2026-02-14,us_10y_real_rate,2.11,pct,sample_feed,https://example.com,2026-02-14T00:00:00,daily,B
2026-02-14,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-14T00:00:00,daily,B
2026-02-14,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-14T00:00:00,daily,B
2026-02-15,lme_copper_price,9254.0,USD/ton,sample_feed,https://example.com,2026-02-15T00:00:00,daily,B
2026-02-15,lme_inventory,109100,ton,sample_feed,https://example.com,2026-02-15T00:00:00,daily,B
2026-02-15,shfe_inventory,84250,ton,sample_feed,https://example.com,2026-02-15T00:00:00,daily,B
2026-02-15,comex_inventory,24880,ton,sample_feed,https://example.com,2026-02-15T00:00:00,daily,B
2026-02-15,dxy,104.4,index,sample_feed,https://example.com,2026-02-15T00:00:00,daily,B
2026-02-15,us_10y_real_rate,2.1,pct,sample_feed,https://example.com,2026-02-15T00:00:00,daily,B
2026-02-15,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-15T00:00:00,daily,B
2026-02-15,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-15T00:00:00,daily,B
2026-02-16,lme_copper_price,9262.0,USD/ton,sample_feed,https://example.com,2026-02-16T00:00:00,daily,B
2026-02-16,lme_inventory,108900,ton,sample_feed,https://example.com,2026-02-16T00:00:00,daily,B
2026-02-16,shfe_inventory,84350,ton,sample_feed,https://example.com,2026-02-16T00:00:00,daily,B
2026-02-16,comex_inventory,24920,ton,sample_feed,https://example.com,2026-02-16T00:00:00,daily,B
2026-02-16,dxy,104.48,index,sample_feed,https://example.com,2026-02-16T00:00:00,daily,B
2026-02-16,us_10y_real_rate,2.09,pct,sample_feed,https://example.com,2026-02-16T00:00:00,daily,B
2026-02-16,spot_premium,-20,USD/ton,sample_feed,https://example.com,2026-02-16T00:00:00,daily,B
2026-02-16,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-16T00:00:00,daily,B
2026-02-17,lme_copper_price,9270.0,USD/ton,sample_feed,https://example.com,2026-02-17T00:00:00,daily,B
2026-02-17,lme_inventory,108700,ton,sample_feed,https://example.com,2026-02-17T00:00:00,daily,B
2026-02-17,shfe_inventory,84450,ton,sample_feed,https://example.com,2026-02-17T00:00:00,daily,B
2026-02-17,comex_inventory,24870,ton,sample_feed,https://example.com,2026-02-17T00:00:00,daily,B
2026-02-17,dxy,104.56,index,sample_feed,https://example.com,2026-02-17T00:00:00,daily,B
2026-02-17,us_10y_real_rate,2.08,pct,sample_feed,https://example.com,2026-02-17T00:00:00,daily,B
2026-02-17,spot_premium,-20,USD/ton,sample_feed,https://example.com,2026-02-17T00:00:00,daily,B
2026-02-17,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-17T00:00:00,daily,B
2026-02-18,lme_copper_price,9278.0,USD/ton,sample_feed,https://example.com,2026-02-18T00:00:00,daily,B
2026-02-18,lme_inventory,108500,ton,sample_feed,https://example.com,2026-02-18T00:00:00,daily,B
2026-02-18,shfe_inventory,84550,ton,sample_feed,https://example.com,2026-02-18T00:00:00,daily,B
2026-02-18,comex_inventory,24820,ton,sample_feed,https://example.com,2026-02-18T00:00:00,daily,B
2026-02-18,dxy,104.64,index,sample_feed,https://example.com,2026-02-18T00:00:00,daily,B
2026-02-18,us_10y_real_rate,2.07,pct,sample_feed,https://example.com,2026-02-18T00:00:00,daily,B
2026-02-18,spot_premium,-20,USD/ton,sample_feed,https://example.com,2026-02-18T00:00:00,daily,B
2026-02-18,term_structure,backwardation,label,sample_feed,https://example.com,2026-02-18T00:00:00,daily,B
2026-02-19,lme_copper_price,9275.0,USD/ton,sample_feed,https://example.com,2026-02-19T00:00:00,daily,B
2026-02-19,lme_inventory,108650,ton,sample_feed,https://example.com,2026-02-19T00:00:00,daily,B
2026-02-19,shfe_inventory,84400,ton,sample_feed,https://example.com,2026-02-19T00:00:00,daily,B
2026-02-19,comex_inventory,24770,ton,sample_feed,https://example.com,2026-02-19T00:00:00,daily,B
2026-02-19,dxy,104.72,index,sample_feed,https://example.com,2026-02-19T00:00:00,daily,B
2026-02-19,us_10y_real_rate,2.085,pct,sample_feed,https://example.com,2026-02-19T00:00:00,daily,B
2026-02-19,spot_premium,45,USD/ton,sample_feed,https://example.com,2026-02-19T00:00:00,daily,B
2026-02-19,term_structure,contango,label,sample_feed,https://example.com,2026-02-19T00:00:00,daily,B
2026-02-20,lme_copper_price,9272.0,USD/ton,sample_feed,https://example.com,2026-02-20T00:00:00,daily,B
2026-02-20,lme_inventory,108800,ton,sample_feed,https://example.com,2026-02-20T00:00:00,daily,B
2026-02-20,shfe_inventory,84250,ton,sample_feed,https://example.com,2026-02-20T00:00:00,daily,B
2026-02-20,comex_inventory,24720,ton,sample_feed,https://example.com,2026-02-20T00:00:00,daily,B
